-0.464045,-1.95514,-1.96392,253.915,180.115,20.9976
-0.464011,-1.95504,-1.96406,253.9,180.131,21.0122
-0.463892,-1.95505,-1.96377,253.921,180.105,21.0101
-0.464051,-1.95525,-1.96374,253.94,180.099,20.9875
-0.46387,-1.95516,-1.9638,253.914,180.117,21.0015
-0.464021,-1.95504,-1.96393,253.907,180.109,21.0194
-0.464066,-1.95505,-1.96389,253.905,180.102,21.026
-0.464185,-1.95519,-1.96387,253.935,180.089,21.0094
-0.464191,-1.95512,-1.96401,253.918,180.104,21.0182
-0.463924,-1.9553,-1.96373,253.934,180.107,20.9843
-0.464744,-1.95623,-1.96327,254.072,180.015,20.8682
-0.463982,-1.95509,-1.96387,253.91,180.105,21.0138
-0.46404,-1.95501,-1.96385,253.915,180.094,21.0308
-0.46413,-1.95519,-1.96387,253.92,180.101,21.0107
-0.46416,-1.95515,-1.96382,253.93,180.085,21.012
-0.464141,-1.95508,-1.96387,253.924,180.088,21.0241
-0.463916,-1.95509,-1.96384,253.899,180.103,21.0213
-0.464155,-1.95521,-1.96377,253.929,180.083,21.0103
-0.464062,-1.95503,-1.96391,253.908,180.097,21.0319
-0.463896,-1.95506,-1.96385,253.911,180.104,21.0235
-0.464014,-1.95509,-1.96384,253.917,180.099,21.0181
-0.46396,-1.95527,-1.96366,253.933,180.093,20.9854
-0.464082,-1.95507,-1.96383,253.921,180.095,21.0153
-0.464083,-1.95501,-1.96379,253.933,180.084,21.0239
-0.464226,-1.95503,-1.964,253.921,180.094,21.0242
-0.464143,-1.95516,-1.96379,253.941,180.089,20.9993
-0.463911,-1.95502,-1.96384,253.91,180.108,21.0204
-0.46408,-1.95518,-1.96383,253.927,180.106,20.9963
-0.464021,-1.95509,-1.96391,253.92,180.105,21.0146
-0.4641,-1.95516,-1.96381,253.936,180.091,21.0063
-0.463869,-1.95519,-1.96371,253.927,180.108,20.9985
-0.464112,-1.95525,-1.96379,253.932,180.097,20.9939
-0.464256,-1.95543,-1.96356,253.965,180.061,20.9738
-0.464199,-1.95517,-1.96382,253.929,180.086,21.0107
-0.464181,-1.95518,-1.96384,253.935,180.091,21.0065
-0.464094,-1.95508,-1.96388,253.92,180.097,21.0211
-0.464086,-1.95524,-1.96374,253.936,180.093,20.9923
-0.463998,-1.9552,-1.96384,253.917,180.11,20.9958
-0.464012,-1.95524,-1.96381,253.919,180.107,20.9922
-0.46399,-1.95513,-1.96387,253.91,180.11,21.0076
-0.464048,-1.95502,-1.96388,253.905,180.099,21.0274
-0.463968,-1.95532,-1.96364,253.937,180.1,20.9797
-0.463721,-1.95545,-1.96349,253.939,180.113,20.951
-0.464039,-1.95528,-1.96372,253.919,180.097,20.9899
-0.464042,-1.95506,-1.96399,253.893,180.113,21.024
-0.464105,-1.95503,-1.96392,253.901,180.101,21.0324
-0.464096,-1.95511,-1.96392,253.912,180.106,21.0174
-0.464178,-1.95514,-1.96384,253.927,180.09,21.0107
-0.463976,-1.95525,-1.96373,253.924,180.105,20.9858
-0.464013,-1.95517,-1.96395,253.907,180.123,21.0014
-0.464863,-1.95623,-1.96325,254.08,180.001,20.8638
-0.464153,-1.95516,-1.96382,253.924,180.095,21.0099
-0.464024,-1.95527,-1.96372,253.931,180.099,20.9898
-0.463957,-1.95528,-1.96374,253.923,180.109,20.9891
-0.463958,-1.95519,-1.96375,253.909,180.105,21.0011
-0.464069,-1.95519,-1.96371,253.921,180.089,21.0052
-0.464034,-1.95516,-1.96372,253.922,180.09,21.007
-0.463986,-1.95514,-1.96383,253.907,180.106,21.016
-0.464055,-1.95519,-1.96376,253.92,180.094,21.0082
-0.464205,-1.95527,-1.96372,253.928,180.082,20.9945
-0.463936,-1.95538,-1.96354,253.934,180.094,20.9739
-0.464018,-1.95512,-1.96376,253.917,180.095,21.0163
-0.464035,-1.95515,-1.96389,253.912,180.11,21.0125
-0.464135,-1.95522,-1.96377,253.933,180.09,20.9995
-0.464159,-1.95528,-1.96375,253.937,180.089,20.9912
-0.464058,-1.95505,-1.96389,253.899,180.107,21.0202
-0.464066,-1.9551,-1.9638,253.915,180.096,21.0137
-0.463995,-1.95511,-1.96389,253.909,180.115,21.0106
-0.464165,-1.95525,-1.96379,253.941,180.09,20.9993
-0.46404,-1.955,-1.96388,253.908,180.1,21.029
-0.464169,-1.95547,-1.96368,253.96,180.091,20.9603
-0.463916,-1.95526,-1.96359,253.929,180.096,20.9895
-0.46411,-1.95545,-1.96357,253.953,180.08,20.9693
-0.464066,-1.95517,-1.96375,253.924,180.089,21.0107
-0.463995,-1.95525,-1.96373,253.918,180.097,20.9966
-0.464028,-1.95521,-1.96369,253.915,180.089,21.0047
-0.464009,-1.9552,-1.96371,253.91,180.094,21.0059
-0.464013,-1.95516,-1.9637,253.915,180.086,21.0138
-0.464015,-1.9553,-1.96365,253.933,180.092,20.9929
-0.464021,-1.95529,-1.9637,253.927,180.094,20.9953
-0.46411,-1.95522,-1.96371,253.925,180.085,21.001
-0.464143,-1.95519,-1.96385,253.913,180.097,21.0087
-0.463968,-1.95524,-1.9636,253.931,180.088,20.9954
-0.464001,-1.95531,-1.96355,253.945,180.082,20.9883
-0.464038,-1.95516,-1.96372,253.925,180.087,21.0117
-0.463907,-1.95531,-1.96362,253.934,180.1,20.9822
-0.463983,-1.95507,-1.96386,253.898,180.11,21.0181
-0.463966,-1.95511,-1.96383,253.905,180.111,21.0126
-0.464006,-1.95519,-1.96383,253.914,180.109,20.9989
-0.46408,-1.95517,-1.96386,253.91,180.106,21.0063
-0.464023,-1.95523,-1.96386,253.912,180.115,20.9947
-0.464033,-1.95494,-1.96405,253.879,180.122,21.0442
-0.464029,-1.95513,-1.96389,253.897,180.113,21.0075
-0.464077,-1.95505,-1.96395,253.898,180.106,21.0282
-0.463969,-1.95515,-1.96376,253.911,180.105,21.007
-0.464121,-1.95516,-1.9638,253.924,180.093,21.0091
-0.464075,-1.95521,-1.96386,253.917,180.107,20.9964
-0.464005,-1.95521,-1.96362,253.921,180.087,21.001
-0.463992,-1.9552,-1.96382,253.909,180.107,20.9974
-0.464038,-1.95522,-1.96365,253.929,180.084,21.0021
-0.464097,-1.9553,-1.96373,253.93,180.091,20.9905
-0.463892,-1.95524,-1.96367,253.926,180.1,20.9975
-0.463904,-1.95517,-1.96376,253.913,180.105,21.0056
-0.464097,-1.95507,-1.9638,253.908,180.093,21.0271
-0.463899,-1.95521,-1.96364,253.924,180.1,20.9997
