[ Thu Sep 28 21:34:01 2023 ]
0.00270171,0.0266305,-0.0505533,-11.7678,-1.85019,742.552,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.265392,0.205612,-0.111771,15.4801,127.596,699.822,-0,0,-0,0,0,0,0.611263,-0.038244,-1.49422,0.444334,1.40799,-0.402848,1.60625,21.4304,-23.0366,14.0699,7.66986,-21.7397,-39.4827,28.7108,10.7719,
0.292504,0.202828,-0.115929,14.3139,119.613,702.068,0.523601,-1.97182e-07,-2.56951e-07,76.8003,180.954,675.336,0.0218907,-0.00815849,0.00865034,-0.00355788,0.0052798,-0.00185369,0.342657,0.624905,-0.967561,1.40366,-0.0210097,-1.38265,1.34869,-0.901129,-0.447559,
0.308001,0.190678,-0.114728,18.2274,123.065,705.059,0.523599,-2.87697e-07,-1.06893e-06,75.8055,192.992,678.555,-0.0482146,0.0195054,0.0688469,-0.0661826,-0.00904501,0.0340959,-0.819225,-1.3441,2.16332,0.717616,-0.330099,-0.387516,1.19382,-2.1386,0.944775,
0.303744,0.166885,-0.110141,19.7053,129.778,707.313,0.523593,-1.29064e-06,-9.40244e-07,72.8477,204.717,681.698,-0.0582725,0.0143693,0.0673809,-0.0681203,-0.0135063,0.0388474,-0.603512,-1.81779,2.42131,0.360776,-0.651375,0.290599,0.768759,-2.25223,1.48348,
0.303728,0.150589,-0.104919,19.6563,140.92,708.244,0.52361,-3.28092e-06,2.30222e-06,68.003,215.829,684.676,-0.0592931,0.011483,0.0692345,-0.0647357,-0.0163078,0.0422961,-0.482284,-1.91553,2.39781,0.180646,-0.523878,0.343232,0.799581,-2.24454,1.44495,
0.306873,0.133723,-0.0986025,18.0796,151.541,709.049,0.523606,-2.01242e-06,1.45575e-06,61.3976,226.036,687.417,-0.0562936,0.00573827,0.0708,-0.0601354,-0.0182144,0.0436804,-0.241007,-1.92707,2.16808,0.244692,-0.476225,0.231532,0.996742,-2.35528,1.35854,
0.311699,0.116494,-0.0915623,14.1781,160.465,709.787,0.523603,-7.41736e-07,-1.75342e-06,53.2005,235.069,689.825,-0.0521274,-0.000201985,0.0692938,-0.0535892,-0.0193373,0.0437091,0.00848336,-1.90028,1.89179,0.265774,-0.429097,0.163323,1.10235,-2.36958,1.26723,
0.316784,0.100603,-0.0886923,6.03188,168.904,710.165,0.523595,-1.30701e-08,-4.86236e-07,43.6275,242.71,691.882,-0.0470963,-0.00522094,0.0644041,-0.0457017,-0.0195804,0.0429389,0.219279,-1.82268,1.6034,0.195514,-0.347739,0.152225,1.08727,-2.25839,1.17112,
0.319097,0.0904555,-0.0834565,-3.85514,175.186,710.253,0.523605,-9.20778e-07,7.8514e-07,32.9238,248.749,693.504,-0.0392424,-0.0081407,0.0553925,-0.0365544,-0.0178419,0.0417837,0.34191,-1.59832,1.25641,0.0479972,-0.139203,0.0912056,0.993972,-1.99598,1.00201,
0.326973,0.0788915,-0.0809954,-12.8872,181.649,709.727,0.523596,-1.14868e-07,5.66922e-07,21.3669,253.029,694.645,-0.0289197,-0.0109307,0.0422867,-0.0287418,-0.014154,0.040317,0.459091,-1.28145,0.822354,-0.0419809,0.014127,0.0278539,0.842224,-1.75778,0.915552,
0.325677,0.0801419,-0.0732091,-25.1237,182.459,709.86,0.5236,-1.64728e-08,1.26893e-08,9.25722,255.447,695.295,-0.0168749,-0.0131423,0.0252179,-0.0232155,-0.00873274,0.0390247,0.551977,-0.889781,0.337804,-0.0963268,0.099656,-0.00332922,0.610248,-1.55478,0.944535,
0.333363,0.0676969,-0.0769141,-33.053,186.002,708.651,0.523597,-6.00703e-08,1.04774e-09,-3.09242,255.932,695.428,-0.0039413,-0.0146207,0.00509499,-0.0209295,-0.00208284,0.0382903,0.614068,-0.450391,-0.163676,-0.113245,0.0947975,0.0184473,0.306994,-1.41963,1.11264,
0.333164,0.059601,-0.0740084,-43.4998,185.094,708.073,0.523598,-3.58559e-08,-9.82545e-08,-15.362,254.477,695.035,0.0101191,-0.0141998,-0.015108,-0.0217395,0.00502926,0.0385186,0.596392,0.0698663,-0.666258,-0.0818967,0.102377,-0.0204799,0.0557621,-1.34676,1.29099,
0.337662,0.0512133,-0.0723806,-53.0377,185.123,706.891,0.523595,-1.26473e-06,-3.17277e-06,-27.2328,251.113,694.134,0.0233643,-0.0108218,-0.0338463,-0.0248494,0.0114607,0.0398521,0.454515,0.622574,-1.07709,-0.108096,0.17907,-0.0709729,-0.1734,-1.25726,1.43066,
0.33728,0.0438506,-0.0675217,-62.7092,181.116,706.408,0.523591,-5.53851e-07,7.71884e-07,-38.3999,245.937,692.745,0.0352783,-0.00616253,-0.0485286,-0.0303999,0.0162662,0.0416978,0.258826,1.15377,-1.41259,-0.0838056,0.246,-0.162194,-0.281402,-1.25267,1.53408,
0.343339,0.0337646,-0.0614311,-69.0619,178.318,705.615,0.523608,6.05986e-07,-9.62826e-07,-48.5718,239.081,690.912,0.0446063,0.00011344,-0.0599673,-0.0370477,0.0192882,0.0437312,-0.00476448,1.62485,-1.62009,-0.112659,0.324668,-0.212009,-0.36599,-1.23703,1.60302,
0.350881,0.0182934,-0.0588867,-72.9149,173.492,705.322,0.52359,-1.20402e-06,1.52909e-06,-57.4854,230.713,688.668,0.0518064,0.00610904,-0.0671479,-0.0446537,0.0204645,0.0451892,-0.25658,2.01265,-1.75607,-0.0754718,0.335831,-0.260359,-0.353436,-1.30087,1.65431,
0.357223,0.00022176,-0.0530915,-75.223,167.512,705.195,0.523596,1.05345e-09,-8.0274e-07,-64.9103,221.059,686.081,0.0561431,0.01265,-0.0714291,-0.051626,0.0200066,0.0458778,-0.5313,2.30775,-1.77645,-0.0946169,0.340206,-0.245589,-0.348001,-1.31869,1.66669,
0.362735,-0.0135648,-0.0467921,-75.6856,160.466,705.3,0.523597,-9.94327e-07,6.56304e-07,-70.6542,210.368,683.213,0.0588554,0.0196324,-0.0726778,-0.056918,0.0184398,0.0454576,-0.824559,2.55303,-1.72847,-0.138268,0.388851,-0.250583,-0.299791,-1.273,1.57279,
0.373143,-0.029519,-0.037193,-75.1524,155.075,705.079,0.523599,1.09213e-06,-4.11246e-07,-74.5685,198.913,680.151,0.0603205,0.0247673,-0.0721417,-0.0610768,0.0163961,0.0432965,-1.04023,2.71415,-1.67393,-0.10129,0.341471,-0.240182,-0.224137,-1.26322,1.48736,
