[ Sat Oct  7 17:24:39 2023 ]
1696670725.88556,0.0155727,-0.0158248,0.0224637,-2.40512,6.75049,766.045,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.660879,-0.49324,1.15977,0.637532,0.297944,-0.178622,20.7161,-34.3962,13.6802,22.6168,10.0916,-32.7084,19.5829,-1.47174,-18.1112,
1696670728.23545,0.57931,0.0362586,0.00942563,-85.2045,186.09,695.085,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.0197202,-0.00938592,0.0275637,0.000423368,0.0129587,-0.00013357,0.394209,0.52018,-0.914389,1.91903,0.506379,-2.42541,2.02112,-1.03295,-0.988168,
1696670729.75475,0.632548,0.0276996,0.0084579,-86.5452,184.95,693.605,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.00535958,-0.00496529,0.018485,0.0026436,0.00972191,0.0010022,0.208542,0.0906735,-0.299216,0.94865,0.430101,-1.37875,1.00319,-0.434154,-0.569036,
1696670730.81059,0.663043,0.0252697,0.011754,-89.12,183.786,692.165,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.0032617,-0.00165511,0.0128128,0.00438354,0.00762991,0.0018945,0.0695148,-0.153395,0.0838806,0.3151,0.429256,-0.744357,0.375154,-0.0295176,-0.345636,
1696670731.11425,0.679386,0.0290839,0.0121869,-89.9672,185.54,690.57,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,
1696670731.61001,0.681927,0.0352134,0.0151024,-90.3139,186.54,689.814,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00605186,-0.00176452,0.0106978,0.00416349,0.00686348,0.0018546,0.0741098,-0.257179,0.18307,0.173868,0.333208,-0.507076,0.174671,0.0279415,-0.202612,
1696670732.10581,0.69078,0.0396411,0.0167395,-91.71,187.816,688.226,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00616324,-0.00309337,0.0104436,0.00330206,0.00681855,0.00148633,0.129922,-0.289137,0.159215,0.245104,0.226332,-0.471436,0.175524,-0.0532511,-0.122273,
1696670732.61767,0.701235,0.0425685,0.016597,-93.3949,189.767,686.434,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.0073471,-0.00299543,0.00935733,0.00321772,0.00639147,0.0014805,0.125808,-0.330141,0.204333,0.172036,0.187893,-0.359929,0.0815255,-0.0201034,-0.0614221,
1696670733.11349,0.711967,0.0485814,0.0190492,-95.2795,191.8,684.718,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00826432,-0.00227889,0.00837089,0.00348397,0.00594931,0.00163139,0.0957132,-0.348455,0.252742,0.0722309,0.198939,-0.27117,-0.00438069,0.0460303,-0.0416495,
1696670733.60936,0.71987,0.0497758,0.0186745,-95.2811,194.064,683.025,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00944904,-0.00222841,0.00742054,0.00343435,0.00559898,0.0016423,0.0935933,-0.390487,0.296894,0.00475375,0.163701,-0.168455,-0.0926977,0.0767339,0.0159638,
1696670734.10517,0.728586,0.053589,0.0194631,-97.2544,196.72,681.119,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00946826,-0.00242156,0.00695087,0.00315838,0.00536363,0.00153195,0.101705,-0.395242,0.293537,0.003845,0.130427,-0.134272,-0.109498,0.0652422,0.0442559,
1696670734.60097,0.742742,0.0552662,0.0209289,-99.0805,200.682,679.098,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00937817,-0.00174244,0.00659153,0.00341339,0.00512532,0.00166364,0.0731826,-0.377704,0.304522,-0.044149,0.165201,-0.121052,-0.127447,0.105977,0.0214704,
1696670735.11278,0.749769,0.0620084,0.0235995,-101.652,203.236,677.052,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00969988,-0.00057088,0.00598633,0.0039649,0.00477855,0.00194175,0.023977,-0.364803,0.340826,-0.142921,0.225886,-0.0829654,-0.178353,0.187297,-0.00894356,
1696670735.60859,0.763548,0.0623105,0.0230589,-102.52,207.866,674.618,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.009265,-0.000192744,0.0058141,0.00404339,0.00460708,0.00198856,0.00809525,-0.341044,0.332949,-0.156656,0.247065,-0.0904084,-0.170819,0.201545,-0.0307258,
1696670736.10438,0.770064,0.0672102,0.0261252,-105.79,208.685,672.954,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00876357,0.000571035,0.00557199,0.00430924,0.0043627,0.0021227,-0.0239835,-0.306766,0.33075,-0.193696,0.29321,-0.0995139,-0.167603,0.238457,-0.0708538,
1696670736.60026,0.781872,0.0682982,0.0272799,-106.037,212.088,671.182,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00935822,0.00207586,0.00463021,0.0049988,0.00383989,0.00247769,-0.0871862,-0.296794,0.38398,-0.331313,0.364246,-0.0329329,-0.247157,0.347133,-0.0999767,
1696670737.11202,0.782887,0.0663245,0.0251359,-106.53,213.115,669.731,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00957111,0.00216057,0.00413116,0.00493556,0.00359025,0.0024711,-0.0907441,-0.302759,0.393503,-0.357751,0.35102,0.00673121,-0.276761,0.358208,-0.0814473,
1696670737.60781,0.785165,0.0707156,0.0260002,-108.111,215.437,668.315,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00844315,0.00309676,0.00433701,0.00533391,0.00349042,0.00265723,-0.130064,-0.242071,0.372135,-0.373363,0.428762,-0.0553993,-0.231325,0.391718,-0.160393,
1696670738.10362,0.785638,0.0749035,0.02763,-108.476,217.415,666.988,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00706377,0.00314143,0.0049972,0.00532634,0.00365979,0.00264349,-0.13194,-0.190961,0.322901,-0.31448,0.461415,-0.146936,-0.147234,0.363884,-0.216649,
1696670738.61546,0.781885,0.0828301,0.0300259,-110.501,217.571,665.902,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00555458,0.0022858,0.00572947,0.00478902,0.00390318,0.00237192,-0.0960036,-0.154035,0.250039,-0.193842,0.431416,-0.237574,-0.0443644,0.27671,-0.232346,
1696670739.11126,0.783063,0.0865165,0.0300277,-111.439,219.191,664.724,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.0043352,0.00174958,0.00625417,0.00441958,0.00405318,0.0021829,-0.0734823,-0.120943,0.194426,-0.107487,0.41542,-0.307933,0.0343793,0.215913,-0.250292,
1696670739.60705,0.786219,0.0874541,0.0291746,-111.064,221.374,663.654,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00326393,0.00149416,0.00685969,0.00427559,0.00425312,0.00210208,-0.0627545,-0.0873419,0.150096,-0.0413703,0.423426,-0.382055,0.106647,0.176062,-0.28271,
1696670740.11887,0.779177,0.0935683,0.031837,-112.914,219.771,663.039,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00221089,0.000879943,0.00723913,0.00383498,0.00434998,0.00187674,-0.0369576,-0.0619381,0.0988957,0.0411055,0.39487,-0.435976,0.173591,0.113854,-0.287445,
1696670740.61472,0.77917,0.0956819,0.031697,-112.903,221.106,661.888,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00153907,0.000739418,0.00751924,0.00371516,0.00441806,0.00181239,-0.0310556,-0.0404528,0.0715083,0.0790893,0.396708,-0.475797,0.214863,0.0899051,-0.304768,
1696670741.1105,0.787756,0.0960848,0.0298824,-112.791,225.191,660.492,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.000292459,0.000141763,0.00816028,0.00333428,0.00463301,0.00160434,-0.00595404,-0.00766061,0.0136146,0.174031,0.38008,-0.554111,0.300077,0.0241692,-0.324246,
1696670741.60634,0.783114,0.101112,0.0317299,-114.063,223.923,660.137,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.000807793,-0.000117301,0.00864819,0.00311985,0.00476161,0.00147873,0.00492663,0.0269186,-0.0318452,0.239654,0.381097,-0.62075,0.36922,-0.0173317,-0.351888,
1696670742.10212,0.789327,0.100089,0.0300966,-113.519,225.928,659.748,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.00102629,-0.000435385,0.00875265,0.00291873,0.00480876,0.00137886,0.0182862,0.0281861,-0.0464723,0.269563,0.36198,-0.631543,0.386364,-0.0424627,-0.343901,
1696670742.61394,0.790653,0.103051,0.0306976,-114.118,226.304,659.485,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.000910413,-0.000640325,0.0087982,0.00283523,0.00486511,0.00134442,0.0268937,0.0196677,-0.0465613,0.279574,0.349036,-0.62861,0.385559,-0.0528362,-0.332723,
1696670743.10976,0.790557,0.106617,0.0311551,-114.933,226.193,659.306,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.000736827,-0.000973268,0.00874753,0.00265092,0.00488532,0.00126052,0.0408773,0.00636202,-0.0472393,0.293407,0.322379,-0.615786,0.380056,-0.0700292,-0.310027,
1696670743.6056,0.786991,0.107139,0.0303685,-114.722,224.948,659.29,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.000551545,-0.00129596,0.00865583,0.00245769,0.00488459,0.00117151,0.0544303,-0.00715376,-0.0472765,0.305372,0.294515,-0.599888,0.372362,-0.0864122,-0.28595,
1696670744.11741,0.785802,0.115139,0.0333374,-117.291,224.442,659.044,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.000545582,-0.00163571,0.00872033,0.00227233,0.00494747,0.00107992,0.0686998,-0.0145054,-0.0541944,0.328492,0.27192,-0.600412,0.378613,-0.107978,-0.270635,
1696670744.61326,0.786338,0.115664,0.0345575,-117.214,224.507,658.96,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,0.000226385,-0.00170297,0.0085532,0.00222784,0.00490793,0.00106842,0.0715246,-0.027528,-0.0439966,0.318261,0.259502,-0.577762,0.359313,-0.105402,-0.25391,
1696670745.10904,0.790476,0.11609,0.0346962,-117.171,225.822,658.699,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,1.26153e-06,-0.00189935,0.00846433,0.00211636,0.00490834,0.00101958,0.0797729,-0.0398405,-0.0399323,0.321271,0.240919,-0.56219,0.34857,-0.113042,-0.235528,
1696670745.60486,0.79138,0.116767,0.0349658,-117.286,225.966,658.602,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.000193939,-0.00206837,0.00843086,0.0020349,0.0049341,0.000984521,0.0868717,-0.05049,-0.0363817,0.32498,0.226735,-0.551715,0.340939,-0.119643,-0.221296,
1696670746.11668,0.794006,0.116616,0.0345838,-117.161,226.631,658.443,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.000426196,-0.00216443,0.00834855,0.00198584,0.00493316,0.000967339,0.0909062,-0.0609552,-0.0299511,0.321684,0.215797,-0.537481,0.328986,-0.120852,-0.208134,
1696670746.61249,0.797212,0.114101,0.0316114,-116.235,227.495,658.237,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.000681989,-0.00223226,0.00824486,0.00195079,0.00492199,0.000958219,0.0937548,-0.0716835,-0.0220714,0.315281,0.206053,-0.521333,0.314868,-0.119748,-0.19512,
1696670747.10831,0.797481,0.113692,0.031793,-115.916,227.428,658.136,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.000784853,-0.00232881,0.00818122,0.00187977,0.00491291,0.000925771,0.0978098,-0.0774524,-0.0203574,0.316976,0.195636,-0.512612,0.309203,-0.12397,-0.185233,
1696670747.60415,0.795767,0.119895,0.0351813,-117.907,226.688,658.078,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.000954245,-0.00246323,0.00807235,0.00178411,0.00489203,0.000881859,0.103456,-0.0864367,-0.0170191,0.317716,0.180525,-0.498241,0.299372,-0.129054,-0.170318,
1696670748.11594,0.795594,0.120797,0.0349528,-118.177,226.369,658.057,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00135319,-0.00251527,0.0079432,0.00178079,0.0048883,0.000893005,0.105641,-0.10204,-0.00360085,0.30478,0.171141,-0.475922,0.277932,-0.123652,-0.15428,
1696670748.61176,0.793927,0.121255,0.035433,-118.201,225.595,658.09,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00163705,-0.00254697,0.00781785,0.00176598,0.00486806,0.000895413,0.106973,-0.113031,0.00605812,0.294606,0.163231,-0.457836,0.261346,-0.11961,-0.141736,
1696670749.10757,0.79649,0.121148,0.0355897,-118.131,226.236,657.935,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.0018691,-0.00263628,0.0076742,0.0016993,0.00483481,0.000868634,0.110724,-0.123347,0.0126231,0.289445,0.150143,-0.439588,0.246944,-0.120369,-0.126574,
1696670749.60339,0.801577,0.121148,0.0357979,-118.042,227.779,657.618,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00213563,-0.00265699,0.00754644,0.00168711,0.0048103,0.000872202,0.111594,-0.133476,0.0218828,0.279083,0.14297,-0.422053,0.230875,-0.116004,-0.114871,
1696670750.11526,0.804306,0.118071,0.0333034,-116.937,228.412,657.517,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00238717,-0.00273684,0.00746829,0.00165546,0.00481679,0.000864087,0.114947,-0.144302,0.0293552,0.274206,0.133606,-0.407812,0.218052,-0.115668,-0.102383,
1696670750.61099,0.804528,0.118374,0.0337761,-116.999,228.249,657.488,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00254787,-0.00279996,0.00730556,0.00158284,0.0047607,0.000832212,0.117598,-0.151473,0.0338747,0.269353,0.121539,-0.390892,0.205664,-0.11638,-0.0892842,
1696670751.10684,0.802388,0.122386,0.0359029,-118.369,227.24,657.487,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00282152,-0.00281583,0.00715094,0.00156632,0.00472265,0.000834158,0.118265,-0.16176,0.0434951,0.257743,0.113639,-0.371382,0.188186,-0.111506,-0.0766799,
1696670751.61865,0.804215,0.123272,0.0357871,-118.644,227.577,657.345,0.785406,3.13589e-06,-6.10994e-06,-76.7994,212.838,651.135,-0.00320952,-0.00275841,0.00695055,0.00160211,0.00467005,0.000869471,0.115853,-0.174667,0.0588135,0.236303,0.109503,-0.345807,0.163169,-0.0993753,-0.063794,
