[ Tue Apr  9 03:11:39 2024 ]
1712603500.98321,0.0307593,0.0111108,-0.0395742,-5.28363,8.21342,770.006,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051195,0.0444039,-0.0157428,0.0605903,0.219792,0.0501157,-0.0376845,0.0988028,0.0879534,
1712603533.70145,0.0313016,0.0111675,-0.0395335,-5.3595,8.40382,769.974,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.628604,0.284216,0.874177,-1.20837,-0.628605,0.284215,-11.9371,-16.8957,28.8328,10.2486,-30.7587,20.5102,16.8974,-40.0013,23.1039,1.24634,0.519854,-0.0631516,0.361582,0.219792,-0.00432104,-0.0873975,1.47771,0.338184,
1712603534.85253,-0.232548,-0.602471,-0.107351,-59.659,14.1436,738.672,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00183135,0.0391906,0.00789325,0.00665065,0.000568235,0.00193727,-1.64601,0.756391,0.889615,-1.35823,1.98092,-0.622695,-0.0835984,1.72214,-1.63854,1.32091,0.573533,-0.0667984,0.35415,0.219792,-0.00432104,-0.0893095,1.32681,0.40862,
1712603535.76391,-0.19077,-0.583069,-0.09137,-40.1153,31.8539,740.247,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00120418,0.0193954,0.00770192,-0.00515944,0.000649308,-0.00214426,-0.814608,0.363504,0.451104,-0.196089,0.579892,-0.383803,0.164933,0.468514,-0.633447,1.36752,0.590788,-0.064975,0.309559,0.217905,-0.00244391,-0.0873975,1.27776,0.377109,
1712603536.61139,-0.215475,-0.570509,-0.0995882,-36.2646,20.6729,740.27,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00346264,0.0135319,0.00600624,-0.00833901,9.31494e-05,-0.00333672,-0.568341,0.158224,0.410118,0.0114633,0.111136,-0.122599,0.0673351,0.168411,-0.235746,1.42904,0.581202,-0.0613282,0.259394,0.219792,0.00131035,-0.0854855,1.25512,0.351159,
1712603537.05862,-0.182572,-0.565763,-0.0962304,-33.9788,32.195,739.639,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00354696,0.0107059,0.00597061,-0.0102021,0.000110719,-0.00402659,-0.449647,0.0958098,0.353838,0.181761,-0.102627,-0.0791342,0.0965724,-0.0149306,-0.0816417,1.39362,0.583119,-0.0631516,0.251962,0.221679,0.00131035,-0.0893095,1.25135,0.373402,
1712603537.55437,-0.17831,-0.566128,-0.094595,-33.5748,32.27,739.527,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00477417,0.0109212,0.0052903,-0.0102439,-0.000146221,-0.00412302,-0.458692,0.0556947,0.402997,0.120849,-0.130679,0.0098304,0.0164083,0.0193168,-0.0357252,1.46073,0.577368,-0.0613282,0.218518,0.236774,0.00131035,-0.0873975,1.23438,0.345599,
1712603538.04998,-0.177277,-0.566646,-0.0958205,-32.2691,33.019,739.059,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00454936,0.0103013,0.0054131,-0.0106274,-5.74769e-05,-0.0042906,-0.432656,0.0508537,0.381802,0.170301,-0.170623,0.000321299,0.0381038,-0.0252747,-0.0128292,1.49429,0.577368,-0.0686218,0.212944,0.233001,0.00131035,-0.0893095,1.29851,0.332624,
1712603538.54556,-0.174833,-0.569987,-0.0953051,-30.1042,34.8172,738.462,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00398652,0.00977294,0.00573181,-0.0109109,0.000117494,-0.00441081,-0.410463,0.0602299,0.350233,0.228815,-0.192234,-0.0365803,0.080488,-0.069982,-0.0105061,1.5148,0.581202,-0.0631516,0.21666,0.240548,0.00131035,-0.0873975,1.36453,0.328916,
1712603539.05724,-0.172884,-0.5746,-0.0945982,-28.0026,36.1394,737.86,-0.308072,-0.615341,3.27994e-06,-0.000802246,-0.00154113,693.448,-0.00364726,0.00964786,0.00592426,-0.0109478,0.000241753,-0.00445111,-0.40521,0.0699429,0.335267,0.253031,-0.190795,-0.0622367,0.103661,-0.0840126,-0.0196488,1.53903,0.585036,-0.0631516,0.218518,0.236774,-0.00244391,-0.0893095,1.40226,0.327063,
