[ Mon Oct  2 23:00:57 2023 ]
0.0163231,-0.0127409,-0.0316058,-6.91043,9.39168,732.793,-0,0,-0,0,0,0,0.00611438,0.00449902,0.0036686,0.00269941,0.00122282,0.000899813,-0.188959,0.316878,-0.127919,0.0365728,0.477711,-0.514284,0.352143,0.14357,-0.495713,
0.0138504,-0.0128218,-0.0308673,-6.56688,7.84146,732.868,-0,0,-0,0,0,0,0.00341166,0.00302953,0.00316762,0.00264236,0.00125843,0.00102807,-0.12724,0.187713,-0.0604723,-0.00396865,0.377015,-0.373047,0.230765,0.129343,-0.360108,
0.0240359,-0.00484039,-0.0312216,-6.22232,7.22807,732.799,-0,0,-0,0,0,0,0.00156136,0.00159482,0.00295422,0.00253613,0.00134947,0.00112977,-0.0669826,0.0902829,-0.0233003,-0.0109182,0.291876,-0.280958,0.156645,0.0981711,-0.254817,
0.0305427,0.000397399,-0.0318203,-6.18646,7.36589,732.783,-0,0,-0,0,0,0,0.000287779,0.00040174,0.00297714,0.00250472,0.00153428,0.0012692,-0.0168731,0.0189039,-0.00203088,-0.00478277,0.233741,-0.228958,0.113846,0.0678096,-0.181655,
0.0350453,0.00379817,-0.0310444,-5.88666,7.186,732.772,-0,0,-0,0,0,0,-0.00121293,-0.000955566,0.00281795,0.00231931,0.001674,0.00136781,0.0401338,-0.0641847,0.0240509,0.000639264,0.154909,-0.155548,0.0564408,0.0307669,-0.0872077,
0.0389007,0.00704654,-0.0319195,-6.24352,7.63251,732.764,-0,0,-0,0,0,0,-0.00226147,-0.00182346,0.00284854,0.00234264,0.00188309,0.00153858,0.0765854,-0.120549,0.0439638,0.000481304,0.116697,-0.117179,0.020496,0.0120573,-0.0325533,
0.0423724,0.00892038,-0.0320055,-6.50046,8.20261,732.757,-0,0,-0,0,0,0,-0.00327699,-0.00279414,0.00287553,0.00228435,0.0021096,0.00169722,0.117354,-0.177871,0.0605174,0.00791022,0.0714017,-0.0793119,-0.0128872,-0.0143529,0.0272402,
0.0443244,0.0101639,-0.0315017,-6.75185,8.67789,732.73,-0,0,-0,0,0,0,-0.00440984,-0.00377676,0.00281242,0.00217805,0.00232165,0.00184858,0.158624,-0.239711,0.0810875,0.0115127,0.0202652,-0.0317779,-0.0544128,-0.0401495,0.0945623,
0.0441458,0.010181,-0.0318406,-7.21764,8.77983,732.734,-0,0,-0,0,0,0,-0.00404061,-0.00315584,0.00154688,0.00127809,0.00206166,0.0016749,0.132545,-0.213242,0.0806968,-0.005138,-0.0142125,0.0193505,-0.0894506,-0.0382875,0.127738,
0.0443588,0.0104444,-0.0312174,-8.04068,9.46315,732.727,0.785383,1.80514e-06,-3.04739e-06,51.2007,212.84,651.136,0.0437612,0.0362544,0.0266524,0.0220734,0.0090017,0.00745192,-1.52268,2.35307,-0.830388,0.0275949,3.73692,-3.76452,2.48705,1.29055,-3.77759,
0.0464737,0.0124888,-0.03131,-8.66782,10.147,732.72,0.785383,1.80514e-06,-3.04739e-06,51.2007,212.84,651.136,0.0429699,0.0355882,0.0267528,0.022149,0.00912842,0.00755432,-1.49471,2.3103,-0.815593,0.0280675,3.70955,-3.73762,2.46277,1.27716,-3.73994,
0.0588155,0.0216346,-0.0315288,-7.57451,6.43665,732.743,0.785396,-1.70642e-06,-5.57423e-07,51.1924,213.689,651.485,0.0366086,0.0321556,0.0236052,0.0206509,0.00819146,0.00714859,-1.35054,2.00684,-0.6563,-0.0822461,3.34889,-3.26664,2.10543,1.21916,-3.32459,
0.0630959,0.0286869,-0.0312603,-2.29711,2.43425,732.85,0.785396,-1.70642e-06,-5.57423e-07,51.1924,213.689,651.485,0.0324265,0.0264453,0.0217531,0.0177809,0.00768556,0.00628685,-1.1107,1.7348,-0.624098,0.0449779,2.88229,-2.92726,1.91842,0.967198,-2.88562,
0.0792451,0.0411408,-0.0310819,-3.38192,-1.27449,732.751,0.785392,3.36033e-07,-2.09283e-06,51.1689,214.539,651.836,0.0252051,0.0236996,0.0180638,0.0167003,0.00656996,0.00602381,-0.995382,1.41448,-0.419094,-0.148129,2.54814,-2.40001,1.49504,0.972917,-2.46795,
0.092538,0.0540938,-0.0309976,0.860562,-0.487462,732.673,0.785392,3.36033e-07,-2.09283e-06,51.1689,214.539,651.836,0.0221664,0.0174336,0.0167706,0.0133688,0.00623125,0.00499214,-0.732213,1.17237,-0.440155,0.0677636,2.06154,-2.12931,1.38586,0.656357,-2.04222,
0.103945,0.0644105,-0.031643,2.01496,-3.92201,732.632,0.785385,3.02431e-06,-3.17465e-06,51.1294,215.387,652.192,0.0162392,0.0137802,0.0137278,0.0116145,0.00531471,0.00448857,-0.578769,0.880055,-0.301286,-0.00895733,1.68622,-1.67727,1.05429,0.571785,-1.62607,
0.115101,0.073093,-0.030143,6.00316,-8.34227,732.482,0.785385,3.02431e-06,-3.17465e-06,51.1294,215.387,652.192,0.0103308,0.00861315,0.0106475,0.00890203,0.0043812,0.00366253,-0.361752,0.556641,-0.194888,0.00326411,1.20011,-1.20337,0.739961,0.389923,-1.12988,
0.122165,0.0786659,-0.0311278,6.16724,-12.0407,732.365,0.785385,3.02431e-06,-3.17465e-06,51.1294,215.387,652.192,0.00584931,0.00680896,0.00831031,0.00816842,0.00367891,0.00348711,-0.285976,0.355745,-0.0697692,-0.112486,0.984987,-0.872501,0.476436,0.387713,-0.864148,
0.131588,0.0890316,-0.0308593,8.69823,-14.2567,732.239,0.785395,-2.11057e-06,6.5981e-07,51.0736,216.234,652.539,0.00139017,0.00238696,0.0058584,0.00571902,0.00291619,0.00272047,-0.100252,0.100691,-0.000438754,-0.0739097,0.573304,-0.499394,0.240696,0.215795,-0.456491,
0.141517,0.093823,-0.029193,10.3136,-14.5758,732.241,0.785395,-2.11057e-06,6.5981e-07,51.0736,216.234,652.539,-0.00127219,-8.85213e-05,0.0044369,0.00439818,0.00248827,0.00232212,0.00371789,-0.0481325,0.0444146,-0.0607561,0.342941,-0.282185,0.0994669,0.124629,-0.224096,
0.145117,0.0983046,-0.0286465,10.6491,-13.7326,732.252,0.785398,-2.59494e-06,-7.9237e-07,51.0031,217.081,652.89,-0.00222358,-0.00152379,0.00392382,0.0035839,0.00233881,0.00207013,0.0639993,-0.112878,0.0488789,-0.0238435,0.221029,-0.197185,0.0553001,0.0568829,-0.112183,
