[ Tue Oct 31 13:55:44 2023 ]
1698731746.47268,-0.00554381,0.00867315,-0.0534172,-15.4071,8.23236,764.435,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886257,0.101918,0.0517235,0.0420105,0.168846,-0.0756519,-0.21168,0.108234,0.138,
1698731796.0583,-0.005474,0.00884471,-0.0535631,-15.5046,8.29407,764.428,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.643542,-0.435109,1.06396,0.531079,0.512751,-0.126188,18.2746,-32.5449,14.2703,26.1651,12.2122,-38.3773,16.6894,-2.25158,-14.4378,0.0737115,1.50334,0.00796157,0.0271467,0.170733,0.534415,-0.242273,0.0516445,0.647729,
1698731798.53613,0.727624,-0.0414725,-0.0540585,-114.788,203.316,691.534,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00335912,0.0350842,0.0137357,0.0252352,0.00750752,0.0111604,-1.47354,0.614587,0.858949,-1.81696,3.078,-1.26104,-0.0107286,2.23157,-2.22085,0.0681186,1.43241,-0.00480235,0.0308627,0.151865,0.427419,-0.242273,0.0478719,0.738554,
1698731800.07129,0.740165,0.00755524,-0.0594236,-110.912,200.062,691.064,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0093922,0.0191485,0.00962354,0.016267,0.00672584,0.00742145,-0.804239,0.0604961,0.743743,-1.19041,1.79059,-0.600182,-0.248725,1.39443,-1.1457,0.0699829,1.45733,-0.00297892,0.0234308,0.149978,0.45933,-0.242273,0.0610762,0.727432,
1698731801.07852,0.754342,0.0483881,-0.0721724,-111.871,203.131,688.98,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0106801,0.00889629,0.00854292,0.0104194,0.00672473,0.00492806,-0.373644,-0.201646,0.57529,-0.656164,1.02273,-0.366565,-0.229272,0.793034,-0.563762,0.0793043,1.54936,0.00066793,0.0327207,0.148091,0.478101,-0.240361,0.0422128,0.697775,
1698731801.50991,0.75358,0.0713908,-0.0659284,-109.337,204.956,687.47,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00968666,0.000684509,0.00891897,0.00568723,0.0071279,0.0028507,-0.0287494,-0.337959,0.366708,-0.125015,0.455346,-0.330331,-0.078224,0.262502,-0.184278,0.0718472,1.58195,-0.00844914,0.0327207,0.14243,0.504381,-0.234625,0.0365538,0.734847,
1698731802.02155,0.751232,0.0697834,-0.0617256,-107.993,203.105,688.016,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0110084,5.61448e-05,0.0082552,0.00537825,0.00699762,0.00276061,-0.00235808,-0.39923,0.401588,-0.149078,0.384404,-0.235326,-0.153511,0.254029,-0.100518,0.0793043,1.63179,-0.00662574,0.0401526,0.134883,0.530661,-0.228888,0.0365538,0.716311,
1698731802.51709,0.758233,0.0715546,-0.0659927,-109.919,205.347,685.975,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0106196,0.00111333,0.00811611,0.00588113,0.00680649,0.00300409,-0.0467598,-0.362887,0.409647,-0.205523,0.456426,-0.250903,-0.15456,0.312013,-0.157453,0.07744,1.65863,-0.00662574,0.0364366,0.144317,0.515644,-0.234625,0.0516445,0.718165,
1698731803.01279,0.767231,0.0802039,-0.076167,-112.356,209.786,683.034,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0088238,0.000579838,0.00876821,0.00547115,0.00691068,0.00281154,-0.0243532,-0.308772,0.333125,-0.100074,0.448251,-0.348176,-0.0464304,0.239613,-0.193183,0.07744,1.7219,-0.00844914,0.0308627,0.14243,0.496872,-0.234625,0.0478719,0.749675,
1698731803.52448,0.770351,0.0855174,-0.0806695,-113.229,212.318,681.005,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00733445,-0.000270992,0.009384,0.00492036,0.00706038,0.00255544,0.0113817,-0.272467,0.261086,0.0141351,0.415215,-0.42935,0.0508645,0.154055,-0.20492,0.0737115,1.7334,-0.0102726,0.0327207,0.140543,0.521275,-0.234625,0.0403265,0.760796,
1698731804.01998,0.784098,0.0812906,-0.0842281,-110.887,216.869,679.167,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00715086,-0.00101207,0.00913783,0.00437099,0.00691611,0.00231546,0.0425071,-0.281352,0.238845,0.0577904,0.351843,-0.409633,0.0576875,0.104024,-0.161712,0.0793043,1.74107,-0.00480235,0.0308627,0.140543,0.528784,-0.232712,0.0384402,0.768211,
1698731804.51575,0.784087,0.0959164,-0.0793801,-114.605,216.608,677.622,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0073267,-0.00184548,0.00877349,0.00379228,0.00677141,0.00206405,0.0775103,-0.30525,0.22774,0.0928231,0.27635,-0.369173,0.0456436,0.0560513,-0.101695,0.0811686,1.77749,-0.0102726,0.0308627,0.146204,0.553186,-0.244185,0.0403265,0.757089,
1698731805.02732,0.788673,0.102159,-0.0757653,-115.366,218.403,676.007,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00709237,-0.00282869,0.00861346,0.00311377,0.00668553,0.00175324,0.118805,-0.317374,0.198569,0.155974,0.198333,-0.354308,0.0608363,-0.0105991,-0.0502373,0.0793043,1.79091,-0.00662574,0.0252888,0.146204,0.549432,-0.242273,0.0459855,0.747822,
1698731805.52295,0.799659,0.0992885,-0.0764433,-113.896,222.859,673.925,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00619201,-0.00320568,0.00875574,0.0027538,0.0066336,0.00157229,0.134638,-0.292542,0.157903,0.212253,0.176338,-0.388591,0.109337,-0.0546619,-0.0546747,0.07744,1.81009,-0.00844914,0.0197148,0.149978,0.575712,-0.248009,0.0516445,0.757089,
1698731806.0184,0.80813,0.100748,-0.0753239,-115.106,225.311,672.064,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00616216,-0.00247618,0.00838692,0.00301337,0.00637359,0.00169776,0.104,-0.276136,0.172137,0.160223,0.211721,-0.371944,0.0881025,-0.0107571,-0.0773454,0.0793043,1.82734,-0.00662574,0.0197148,0.138656,0.601992,-0.246097,0.0516445,0.757089,
1698731806.51412,0.809697,0.108514,-0.0744698,-119.585,224.091,670.703,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0070756,-0.000703867,0.00746657,0.00386255,0.00589572,0.00212512,0.0295624,-0.272143,0.24258,-0.000277825,0.298843,-0.298566,-0.00686566,0.119048,-0.112182,0.0830328,1.85226,-0.00662574,0.0271467,0.14243,0.607623,-0.238449,0.0403265,0.768211,
1698731807.00988,0.816213,0.112545,-0.0721076,-120.735,225.711,669.112,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00726776,-0.000697641,0.00695733,0.0037182,0.00562474,0.00206922,0.0293009,-0.279001,0.2497,-0.0202872,0.277218,-0.256931,-0.0348697,0.123672,-0.0888023,0.09049,1.84651,-0.0102726,0.0290047,0.14243,0.63578,-0.242273,0.0384402,0.7367,
1698731807.5216,0.830536,0.106162,-0.0731819,-118.01,230.37,667.28,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00703148,-0.00107255,0.00661808,0.0033319,0.00539818,0.00188584,0.0450471,-0.27828,0.233233,0.00120793,0.235204,-0.236412,-0.0335767,0.0951082,-0.0615314,0.0830328,1.84843,-0.0139194,0.0252888,0.138656,0.66206,-0.240361,0.0327812,0.745968,
1698731808.01719,0.827051,0.119766,-0.0690219,-122.96,229.19,665.988,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00683354,-0.000621384,0.00652047,0.00351364,0.00528279,0.00197737,0.0260981,-0.261606,0.235508,-0.0225071,0.263579,-0.241072,-0.0340434,0.118646,-0.084603,0.0867614,1.87527,-0.00844914,0.0252888,0.138656,0.665814,-0.236537,0.0308948,0.755236,
1698731808.5128,0.831083,0.119071,-0.0685751,-122.901,230.514,664.659,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00650635,-0.000362551,0.00635156,0.00353405,0.00510874,0.00198713,0.0152271,-0.24427,0.229042,-0.0322308,0.274759,-0.242528,-0.029533,0.127393,-0.0978603,0.0886257,1.89444,-0.00297892,0.0290047,0.138656,0.682708,-0.234625,0.0308948,0.753382,
1698731809.02444,0.835832,0.12021,-0.0689806,-123.285,232.009,663.365,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00626223,-0.000275872,0.00618208,0.00347368,0.00495833,0.00195964,0.0115866,-0.23357,0.221983,-0.0342384,0.273624,-0.239385,-0.0266374,0.127359,-0.100722,0.0923542,1.94045,-0.0102726,0.0327207,0.140543,0.639534,-0.2308,0.0365538,0.766357,
1698731809.52015,0.839848,0.122598,-0.0710556,-124.506,234.001,661.56,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00520922,8.86648e-05,0.00646303,0.00357684,0.00491608,0.00199164,-0.00372392,-0.187613,0.191337,-0.0154431,0.311901,-0.296458,0.0251269,0.126656,-0.151783,0.0923542,1.95387,-0.012096,0.0271467,0.138656,0.639534,-0.234625,0.0440992,0.801575,
1698731810.01583,0.845708,0.134192,-0.068549,-128.159,235.945,659.372,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00479712,5.80042e-05,0.00628192,0.00341089,0.0047315,0.00190502,-0.00243618,-0.173268,0.175704,-0.00507776,0.301389,-0.296311,0.0361145,0.115578,-0.151693,0.0960828,1.97496,-0.00662574,0.0308627,0.136769,0.660182,-0.240361,0.0384402,0.810843,
1698731810.5115,0.856078,0.116833,-0.0776521,-121.344,238.664,659.067,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.0050307,-0.000782581,0.00578674,0.0027968,0.00452141,0.0016128,0.0328684,-0.199416,0.166548,0.0257803,0.218958,-0.244738,0.0165811,0.0686352,-0.0852162,0.09049,1.98646,-0.00662574,0.0252888,0.136769,0.677077,-0.236537,0.0384402,0.783039,
1698731811.02306,0.86235,0.120122,-0.0755056,-121.587,240.736,657.681,0.925024,6.4149e-07,-1.76469e-06,-76.7992,260.349,641.125,-0.00484421,-0.00136249,0.00555051,0.00234021,0.00437769,0.00138385,0.0572245,-0.204811,0.147586,0.061272,0.166235,-0.227507,0.0220832,0.0284418,-0.050525,0.0942185,1.98455,-0.00297892,0.0290047,0.132996,0.686462,-0.232712,0.0365538,0.777478,
